"audio_stop_number","object_id","media_url","title","in_gallery_version","stop_type","","","",""
"870","1270","p870.mp3","Max Beckmann, Blindman's Buff","1","extended","","","",""
"885","3885","p885.mp3","Bob Thompson, Homage to Nina Simone","1","extended","","","",""
"703","1341","p703.mp3","Anthony van Dyck, The Betrayal of Christ","1","extended","","","",""
"723","","p723.mp3","Louis H. Sullivan, Pair of elevator grilles, frieze & over grille","1","extended","","","",""
"838","","p838.mp3","George Washington Maher, Coffee and Tea Service","1","extended","","","",""
"159","","p159.mp3","Japanese Porcelain Panel","1","extended","","","",""
"166","3213","p166.mp3","Yamada Doan, Tiger and Dragon Screen","1","extended","","","",""
"305","4464","p305.mp3","Title Page from a Buddhist Manuscript","1","extended","","","",""
"307","4829","p307.mp3","Raja Bikram and the Angels, India","1","extended","","","",""
"310","67033","p310.mp3","Tanshin, Phoenixes and Paulownia","1","extended","","","",""
"155","63394","p155.mp3","Kondo Takahiro, Galaxy","1","extended","","","",""
"156","","p156.mp3","Japanese Lacquer Panel","1","extended","","","",""
"158","63393","p158.mp3","Zenji, Shining Sea Reflecting on Clouds","1","extended","","","",""
"160","","p160.mp3","Scenes of Rice Cultivation, Set of 4 Folding Screens","1","extended","","","",""
"161","5929","p161.mp3","Shimaoka Tatsuzo, Bowl","1","extended","","","",""
"163","18573","p163.mp3","Sansetsu, Taoist Immortals","1","extended","","","",""
"169","12948","p169.mp3","Standing Buddha","1","extended","","","",""
"169","646","p169.mp3","Pair of Bodhisattvas","1","extended","","","",""
"170","807","p170.mp3","Bodhisattva Kuan-Yin and Flying Apsaras","1","extended","","","",""
"171","40660","p171.mp3","Nine Dragon Box","1","extended","","","",""
"171","40663","p171.mp3","Cover of a Chun Box","1","extended","","","",""
"171","40633","p171.mp3","Octagonal Box","1","extended","","","",""
"171","5192","p171.mp3","Cosmetic Cabinet","1","extended","","","",""
"172","60728","p172.mp3","Celestial Horse (2 labels)","1","extended","","","",""
"173","12088","p173.mp3","Commemorative Gate","1","extended","","","",""
"175","1500","p175.mp3","Lu, A Poet Contemplating a Waterfall","1","extended","","","",""
"067","97646","p67.mp3","Ancient Lacquer Ware","1","extended","","","",""
"187","5790","p187.mp3","Portrait of Confucius","1","extended","","","",""
"191","887","p191.mp3","Head of the Buddha, Thailand or Cambodia","1","extended","","","",""
"191","889","p191.mp3","Head of a Buddha, Cambodia","1","extended","","","",""
"191","1752","p191.mp3","Head from an Image of Vishnu or Deified King, Cambodia","1","extended","","","",""
"192","4379","p192.mp3","Gowri Shankaram Necklace","1","extended","","","",""
"193","376","p193.mp3","Shiva Nataraja (Lord of the Dance)","1","extended","","","",""
"196","5178","p196.mp3","Attendant to the King of Hell","1","extended","","","",""
"197","","p197.mp3","Korean Celadon Panel","1","extended","","","",""
"198","","p198.mp3","Ksitigarbha and the Ten Kings of Hell","1","extended","","","",""
"200","3675","p200.mp3","Pair of Palanquin Hooks","1","extended","","","",""
"308","2540","p308.mp3","Japan, Landscape, 18th C","1","extended","","","",""
"308","5613","p308.mp3","Kaioku, Autumn Thoughts on a Garden Landscape","1","extended","","","",""
"311","3053","p311.mp3","Paul Manship, Flight of Night","1","extended","","","",""
"312","2570","p312.mp3","Vigee-Le Brun, Portrait of Countess Bucquoi, nee Parr","1","extended","","","",""
"314","1820","p314.mp3","N.C. Wyeth, Rural Delivery","1","extended","","","",""
"315","1850","p315.mp3","Vasari, Six Tuscan Poets","1","extended","","","",""
"328","547","p328.mp3","Master of the Legend of St. Lucy","1","extended","","","",""
"317","486","p317.mp3","Thomas Sully, Portrait of George Washington","1","extended","","","",""
"318","1613","p318.mp3","Castiglione, The Immaculate Conception","1","extended","","","",""
"394","60587","p394.mp3","Dickert, Flintlock Rifle","1","extended","","","",""
"457","1429","p457.mp3","Derain, St. Paul's Cathedral","1","extended","","","",""
"451","","p451.mp3","North African Textiles Panel (2 quickstops #'s)","1","extended","","","",""
"531","109","p531.mp3","Esther & Ahaseurus (15th -18th C European Tapestries overview)","1","extended","","","",""
"531","521","p531.mp3","End of the Hunt (15th -18th C European Tapestries overview)","1","extended","","","",""
"522","278","p522.mp3","El Greco, Christ Driving the Money Changers","1","extended","","","",""
"213","5548","p213.mp3","Tonga Club","1","extended","","","",""
"203","2138","p203.mp3","Bis Pole, Asmat","1","extended","","","",""
"219","","p219.mp3","Imperial Portrait of Prince Duo-lo","1","extended","","","",""
"712","1727","p712.mp3","Portrait of Mlle. Lange as DanaÃ©","1","extended","","","",""
"301","3520","p301.mp3","Doryphoros","1","extended","","","",""
"716","5057","p716.mp3","Fecundity Dish","1","extended","","","",""
"066","","p66.mp3","Art of Tea Ceremony","1","extended","","","",""
"281","4457","p281.mp3","Yamantaka Sand Mandala","1","extended","","","",""
"401","97","p401.mp3","Lady Teshat","1","extended","","","",""
"152","2536","p152.mp3","Amida Buddha, Japan","1","extended","","","",""
"154","1391","p154.mp3","Japan, Descent of Amida","1","extended","","","",""
"162","","p162.mp3","Large Jar","1","extended","","","",""
"174","4729","p174.mp3","Tung Ch'i-Ch'ang, Misty Trees and Mountain Range","1","extended","","","",""
"199","500","p199.mp3","Bowl, Persia","1","extended","","","",""
"199","1089","p199.mp3","Bowl Depicting a Seated King, Persia","1","extended","","","",""
"199","1094","p199.mp3","Bowl Depicting Ladies on Horseback, Persia","1","extended","","","",""
"202","5752","p202.mp3","Tshuogh, Mortuary Panel","1","extended","","","",""
"204","5754","p204.mp3","Iatmul, Kundu Drum","1","extended","","","",""
"205","5750","p205.mp3","Tahiti, Tapa","1","extended","","","",""
"206","178","p206.mp3","Hawai, Tapa Cloth","1","extended","","","",""
"211","5788","p211.mp3","The Bodhisattva Kuan-Yin","1","extended","","","",""
"212","5891","p212.mp3","Rapa Nui (Easter Island), Command Staff","1","extended","","","",""
"214","5600","p214.mp3","Maori New Zealand, Tekoteko Figure","1","extended","","","",""
"215","5814","p215.mp3","Folding Roundback Armchair","1","extended","","","",""
"218","9061","p218.mp3","Standing Screen with Marble Panel","1","extended","","","",""
"220","827","p220.mp3","Owl-Shaped Tsun (Ritual Wine Vessel)","1","extended","","","",""
"221","4757","p221.mp3","Cosmetic Case and Mirror Stand","1","extended","","","",""
"222","5969","p222.mp3","Solomon Islands, Kapkap","1","extended","","","",""
"231","10020","p231.mp3","Double Gourd-Shaped Ewer","1","extended","","","",""
"232","5176","p232.mp3","Kuo Tzu-i's Banquet","1","extended","","","",""
"233","4812","p233.mp3","Ch'aekkori","1","extended","","","",""
"241","4738","p241.mp3","Parinirvana of the Sakyamuni, the Historic Buddha","1","extended","","","",""
"250","","p250.mp3","Japanese Woodblock Prints","1","extended","","","",""
"251","3524","p251.mp3","Jizo, Japan, Kamakura Period","1","extended","","","",""
"252","4867","p252.mp3","Priest Gyoki, Japan, Edo Period","1","extended","","","",""
"253","","p253.mp3","Netsuke Panel","1","extended","","","",""
"256","3216","p256.mp3","Door Panels","1","extended","","","",""
"257","2991","p257.mp3","Ewer, India","1","extended","","","",""
"271","5369","p271.mp3","Shiva's Family (Uma-Mahaeshvara)","1","extended","","","",""
"272","5450","p272.mp3","Cosmic Parsvanatha","1","extended","","","",""
"291","5160","p291.mp3","Prajnaparamita (Goddess of Transcendence Wisdom)","1","extended","","","",""
"292","12058","p292.mp3","Enshrined Buddha","1","extended","","","",""
"302","2613","p302.mp3","Standing Deity","1","extended","","","",""
"303","209","p303.mp3","Persia, Relief-Carved Fragment from Persepolis","1","extended","","","",""
"304","198","p304.mp3","Red-Figure Hydria","1","extended","","","",""
"306","1225","p306.mp3","Manuscript of the Baharistan'","1","extended","","","",""
"430","5368","p430.mp3","Nok Seated Dignitary","1","extended","","","",""
"431","1312","p431.mp3","Benin, Tusk","1","extended","","","",""
"436","5448","p436.mp3","Vigango","1","extended","","","",""
"438","3778","p438.mp3","Kuba, Yet Belt","1","extended","","","",""
"441","3862","p441.mp3","Songye, Male Power Figure","1","extended","","","",""
"442","5773","p442.mp3","Swahili, Door","1","extended","","","",""
"443","1937","p443.mp3","Mende, Sierra Leone, Sande Society Mask","1","extended","","","",""
"444","2032","p444.mp3","Ijaw Nigeria, Duein Fobara (Ekeine Society Memorial Screen)","1","extended","","","",""
"445","3909","p445.mp3","Asante, Ghana, Akonkromfi","1","extended","","","",""
"502","1586","p502.mp3","Mariotto di Nardo, The Coronation of the Virgin","1","extended","","","",""
"520","4035","p520.mp3","Master of Embroidered Foliage, Madonna and Child in a Landscape","1","extended","","","",""
"525","2226","p525.mp3","Tazza","1","extended","","","",""
"601","3384","p601.mp3","Scenes of Plains Indian Life (Elk Hide)","1","extended","","","",""
"602","2227","p602.mp3","Haida, Chief's Rattle","1","extended","","","",""
"605","","p605.mp3","Woodlands Panel","1","extended","","","",""
"609","","p609.mp3","Chimu, Ear Spools","1","extended","","","",""
"611","2866","p611.mp3","Inuit, Mask","1","extended","","","",""
"612","698","p612.mp3","Moche, Vessel","1","extended","","","",""
"616","5783","p616.mp3","Woodlands Region, Belt Cup","1","extended","","","",""
"701","1886","p701.mp3","Gerrit van Honthorst, Denial of St. Peter","1","extended","","","",""
"710","1570","p710.mp3","Piranesi, Table","1","extended","","","",""
"713","2420","p713.mp3","Writing Desk","1","extended","","","",""
"715","1748","p715.mp3","Vincenzo Coaci, Inkstand and case","1","extended","","","",""
"715","1748","p715.mp3","Vincenzo Coaci, Inkstand and case","1","extended","","","",""
"717","1520","p717.mp3","Giovanni Giardini da Forli, Holy Water Stoup","1","extended","","","",""
"718","593","p718.mp3","Copley, Mrs. Nathaniel Allen","1","extended","","","",""
"719","5771","p719.mp3","Attributed Welby Northmore Pugin, Side cabinet","1","extended","","","",""
"722","11955","p722.mp3","Adam Leckhardt, St. Jerome","1","extended","","","",""
"724","2127","p724.mp3","Frederick, Lord Leighton, Jonathan's Token to David","1","extended","","","",""
"725","1272","p725.mp3","Seurat, Port-en-Bessin","1","extended","","","",""
"726","","p726.mp3","Paulus Moreelse, Lucas van Voorst and Catharina van Voorst","1","extended","","","",""
"727","1227","p727.mp3","Jean-Baptiste-SimÃ©on Chardin, The Attributes of the Arts","1","extended","","","",""
"728","1163","p728.mp3","Pierre Auguste Renoir, The Piazza San Marco, Venice","1","extended","","","",""
"729","4578","p729.mp3","Delacroix, View of Tangier","1","extended","","","",""
"730","1655","p730.mp3","Gustave Caillebotte, Nude on a Couch","1","extended","","","",""
"750","452","p750.mp3","Jasper Cropsey, Catskill Mountain House","1","extended","","","",""
"760","5054","p760.mp3","Hope, Library table","1","extended","","","",""
"780","8024","p780.mp3","Charleston Drawing Room","1","extended","","","",""
"780","8010","p780.mp3","Charleston Dining Room","1","extended","","","",""
"781","8278","p781.mp3","Connecticut Room","1","extended","","","",""
"782","","p782.mp3","MacFarlane Memorial Room","1","extended","","","",""
"783","9668","p783.mp3","Queen Anne Room","1","extended","","","",""
"784","14863","p784.mp3","Northumberland Room","1","extended","","","",""
"785","14157","p785.mp3","Tudor room","1","extended","","","",""
"786","14019","p786.mp3","Providence Parlor","1","extended","","","",""
"787","","p787.mp3","Judaica overview","1","extended","","","",""
"791","","p791.mp3","18th C Silk Textiles","1","extended","","","",""
"795","5566","p795.mp3","Menorah","1","extended","","","",""
"796","13202","p796.mp3","Torah crown","1","extended","","","",""
"797","5604","p797.mp3","Yad (Torah pointer)","1","extended","","","",""
"799","5556","p799.mp3","Tzedakah (alms)","1","extended","","","",""
"801","","p801.mp3","MAEP Overview","1","extended","","","",""
"803","4725","p803.mp3","Jean-Ãmile Puiforcat, Coffee and Tea Service","1","extended","","","",""
"834","19689","p834.mp3","Frank Lloyd Wright, Hallway","1","extended","","","",""
"850","45","p850.mp3","Childe Hassam, Isles of Shoals","1","extended","","","",""
"851","1385","p851.mp3","George Bellows, Mrs. T. in Cream Silk, No 2","1","extended","","","",""
"852","1318","p852.mp3","Paul Klee, Howling Dog","1","extended","","","",""
"853","1355","p853.mp3","Francis Bacon, Study for Portrait VI","1","extended","","","",""
"854","3291","p854.mp3","Dali, Portrait of Juan de Pareja, the Assistant to VelÃ¡zquez","1","extended","","","",""
"860","1517","p860.mp3","Pablo Picasso, Woman in an Armchair","1","extended","","","",""
"862","1555","p862.mp3","Jean MirÃ³, Head of a Woman","1","extended","","","",""
"1201","","1201-intro.mp3","Introduction, Christian Peterson, Associate Curator of Photography and New Media","1","quick","","","",""
"1202","","1202-beard.mp3","Peter Beard, From the video \""With Peter Beard in Africa,\"" 1988","1","quick","","","",""
"1203","","1203-coplans.mp3","John Coplans, Film in the Cities, Saint Paul, MN, October 27, 1985","1","quick","","","",""
"1204","","1204-friedlander.mp3","Lee Friedlander, Presentation at MIA, December 5, 1987","1","quick","","","",""
"1205","","1205-gellert.mp3","Vance Gellert, Interview at MIA, January 2011","1","quick","","","",""
"1206","","1206-heinecken.mp3","Robert Heinecken, Presentation at the Minneapolis College of Art & Design, February 10, 1983","1","quick","","","",""
"1207","","1207-lee.mp3","Wellington Lee, From the video \""Wellington Lee: 60 Years of Artistic Photography,\"" 1999","1","quick","","","",""
"1208","","1208-liebling.mp3","Jerome Liebling, Speaking in 1980","1","quick","","","",""
"1209","","1209-verburg.mp3","Joann Verburg, Film in the Cities, Saint Paul, MN, February 24, 1982","1","quick","","","",""
