audio_stop_number,object_id,media_url,title,in_gallery_version,stop_type,Summary,Comments,Keep?,media_url,audio file URL, collections URL,media_url
916,,p916.mp3,Goldweights Panel,1,family,,,,p916.mp3,https://audio-tours.s3.amazonaws.com/p916.mp3,http://collections.artsmia.org/art/,
917,1358,p917.mp3,"Benin, Leopard Aquamanile",1,family,,,,p917.mp3,https://audio-tours.s3.amazonaws.com/p917.mp3,http://collections.artsmia.org/art/1358,
918,4866,p918.mp3,"Ife City, Shrine Head",1,family,,,,p918.mp3,https://audio-tours.s3.amazonaws.com/p918.mp3,http://collections.artsmia.org/art/4866,
919,2275,p919.mp3,"Yoruba, Beaded Crown",1,family,,,,p919.mp3,https://audio-tours.s3.amazonaws.com/p919.mp3,http://collections.artsmia.org/art/2275,
920,4684,p920.mp3,"Bamilek, Elephant Mask",1,family,,,,p920.mp3,https://audio-tours.s3.amazonaws.com/p920.mp3,http://collections.artsmia.org/art/4684,
921,,p921.mp3,African Weapons Panel,1,family,,,,p921.mp3,https://audio-tours.s3.amazonaws.com/p921.mp3,http://collections.artsmia.org/art/,
922,1322,p922.mp3,Black-figure Hydria,1,family,,,,p922.mp3,https://audio-tours.s3.amazonaws.com/p922.mp3,http://collections.artsmia.org/art/1322,
923,4553,p923.mp3,"Hunt, Transformation Mask",1,family,,,,p923.mp3,https://audio-tours.s3.amazonaws.com/p923.mp3,http://collections.artsmia.org/art/4553,
924,5299,p924.mp3,"Haida, Totem Pole",1,family,,,,p924.mp3,https://audio-tours.s3.amazonaws.com/p924.mp3,http://collections.artsmia.org/art/5299,
925,3590,p925.mp3,Full-Mouth Buffalo (Humped Wolf),1,family,,,,p925.mp3,https://audio-tours.s3.amazonaws.com/p925.mp3,http://collections.artsmia.org/art/3590,
927,4797,p927.mp3,Embroidered Box,1,family,,,,p927.mp3,https://audio-tours.s3.amazonaws.com/p927.mp3,http://collections.artsmia.org/art/4797,
928,3764,p928.mp3,"Jean-Antoine Lepine, Astronomical mantel clock",1,family,,,,p928.mp3,https://audio-tours.s3.amazonaws.com/p928.mp3,http://collections.artsmia.org/art/3764,
929,,p929.mp3,"George Jacob, Duchesse d'Enfant Brisee",1,family,,,,p929.mp3,https://audio-tours.s3.amazonaws.com/p929.mp3,http://collections.artsmia.org/art/,
930,,p930.mp3,Children's Tea Sets,1,family,,,,p930.mp3,https://audio-tours.s3.amazonaws.com/p930.mp3,http://collections.artsmia.org/art/,
932,4239,p932.mp3,"Fran̤ois-Joseph Navez, Portrait of the Gaspard Moeremans Family",1,family,,,,p932.mp3,https://audio-tours.s3.amazonaws.com/p932.mp3,http://collections.artsmia.org/art/4239,
933,1738,p933.mp3,"Sir John Everett Millais, Peace Concluded, 1856",1,family,,,,p933.mp3,https://audio-tours.s3.amazonaws.com/p933.mp3,http://collections.artsmia.org/art/1738,
934,,p934.mp3,"Raffaelo Monti, Veiled Lady",1,family,,,,p934.mp3,https://audio-tours.s3.amazonaws.com/p934.mp3,http://collections.artsmia.org/art/,
936,4196,p936.mp3,"Harry Jackson, Stampede",1,family,"Points out details of the sculpture, artist depicted life he knew","Background noise could be distracting, 
also a little long",No,p936.mp3,https://audio-tours.s3.amazonaws.com/p936.mp3,http://collections.artsmia.org/art/4196,
937,,p937.mp3,"Wenzel Friedrich, Platform rocking chair and stool",1,family,Closely describes materials,"Long, although interesting and prompts 
careful looking",Yes,p937.mp3,https://audio-tours.s3.amazonaws.com/p937.mp3,http://collections.artsmia.org/art/,
938,2490,p938.mp3,"Holm, Tornado over St. Paul",1,family,"Talks about tornado, describes tornado of 1890 w/ eyewitness account, 
painting based on photograph",Interesting,Yes,p938.mp3,https://audio-tours.s3.amazonaws.com/p938.mp3,http://collections.artsmia.org/art/2490,
940,,p940.mp3,"Berthe Morisot, The Artist's Daughter, Julie, with Her Nanny",1,family,,,,p940.mp3,https://audio-tours.s3.amazonaws.com/p940.mp3,http://collections.artsmia.org/art/,
942,1407,p942.mp3,"Andre D̩rain, The Bagpiper at Camiers",1,family,,,,p942.mp3,https://audio-tours.s3.amazonaws.com/p942.mp3,http://collections.artsmia.org/art/1407,
943,1800,p943.mp3,"James Ensor, The Intrigue",1,family,,,,p943.mp3,https://audio-tours.s3.amazonaws.com/p943.mp3,http://collections.artsmia.org/art/1800,
944,5033,p944.mp3,"Salvador Dali, Aphrodisiac Telephone",1,family,,,,p944.mp3,https://audio-tours.s3.amazonaws.com/p944.mp3,http://collections.artsmia.org/art/5033,
945,1278,p945.mp3,"Picasso, Baboon and Young",1,family,,,,p945.mp3,https://audio-tours.s3.amazonaws.com/p945.mp3,http://collections.artsmia.org/art/1278,
946,1670,p946.mp3,"Rene̩ Magritte, The Promenades of Euclid",1,family,,,,p946.mp3,https://audio-tours.s3.amazonaws.com/p946.mp3,http://collections.artsmia.org/art/1670,
946,1670,p946.mp3,"Rene̩ Magritte, The Promenades of Euclid",1,family,,,,p946.mp3,https://audio-tours.s3.amazonaws.com/p946.mp3,http://collections.artsmia.org/art/2241,
946,2241,p946.mp3,"Yves Tanguy, Through Birds, Through Fire but Not Through Glass",1,family,,,,p946.mp3,https://audio-tours.s3.amazonaws.com/p946.mp3,http://collections.artsmia.org/art/1670,
946,2241,p946.mp3,"Yves Tanguy, Through Birds, Through Fire but Not Through Glass",1,family,,,,p946.mp3,https://audio-tours.s3.amazonaws.com/p946.mp3,http://collections.artsmia.org/art/2241,
947,2725,p947.mp3,"O'Keeffe, City Night",1,family,,,,p947.mp3,https://audio-tours.s3.amazonaws.com/p947.mp3,http://collections.artsmia.org/art/2725,
948,1330,p948.mp3,"Grace Hartigan, Billboard",1,family,,,,p948.mp3,https://audio-tours.s3.amazonaws.com/p948.mp3,http://collections.artsmia.org/art/1330,
949,2606,p949.mp3,"Lichtenstein, Vicki",1,family,,,,p949.mp3,https://audio-tours.s3.amazonaws.com/p949.mp3,http://collections.artsmia.org/art/2606,
950,1721,p950.mp3,"Chuck Close, Frank",1,family,,,,p950.mp3,https://audio-tours.s3.amazonaws.com/p950.mp3,http://collections.artsmia.org/art/1721,
880,,p880.mp3,20th C Textiles Panel - Jack Lenor Larsen,1,extended,,,,p880.mp3,https://audio-tours.s3.amazonaws.com/p880.mp3,http://collections.artsmia.org/art/,
207,4042,p207.mp3,"Tevau, (feather currency)",1,extended,,,,p207.mp3,https://audio-tours.s3.amazonaws.com/p207.mp3,http://collections.artsmia.org/art/4042,
208,177,p208.mp3,"Tahiti, Turtle",1,extended,,,,p208.mp3,https://audio-tours.s3.amazonaws.com/p208.mp3,http://collections.artsmia.org/art/177,
216,,p216.mp3,Scholar's Study,1,extended,,,,p216.mp3,https://audio-tours.s3.amazonaws.com/p216.mp3,http://collections.artsmia.org/art/,
225,4324,p225.mp3,Jade Mountain  (2 labels),1,extended,,,,p225.mp3,https://audio-tours.s3.amazonaws.com/p225.mp3,http://collections.artsmia.org/art/4324,
243,,p243.mp3,Landscape of the Four Seasons Screen,1,extended,,,,p243.mp3,https://audio-tours.s3.amazonaws.com/p243.mp3,http://collections.artsmia.org/art/,
244,1602,p244.mp3,White Herons in Plum and Willow screen,1,extended,,,,p244.mp3,https://audio-tours.s3.amazonaws.com/p244.mp3,http://collections.artsmia.org/art/1602,
255,676,p255.mp3,A King Picnicking in the Mountains,1,extended,,,,p255.mp3,https://audio-tours.s3.amazonaws.com/p255.mp3,http://collections.artsmia.org/art/676,
260,611,p260.mp3,Winged Genius,1,extended,,,,p260.mp3,https://audio-tours.s3.amazonaws.com/p260.mp3,http://collections.artsmia.org/art/611,
432,1235,p432.mp3,"Luba, Dance Mask",1,extended,,,,p432.mp3,https://audio-tours.s3.amazonaws.com/p432.mp3,http://collections.artsmia.org/art/1235,
433,4855,p433.mp3,"Mangbetu, Vessel in Shape of Female Head",1,extended,,,,p433.mp3,https://audio-tours.s3.amazonaws.com/p433.mp3,http://collections.artsmia.org/art/4855,
435,4030,p435.mp3,"Yombe, Mother and Child",1,extended,,,,p435.mp3,https://audio-tours.s3.amazonaws.com/p435.mp3,http://collections.artsmia.org/art/4030,
437,1854,p437.mp3,"Kongo, Nkisi Nkondi",1,extended,,,,p437.mp3,https://audio-tours.s3.amazonaws.com/p437.mp3,http://collections.artsmia.org/art/1854,
440,5637,p440.mp3,"Bwa, Plank Mask",1,extended,,,,p440.mp3,https://audio-tours.s3.amazonaws.com/p440.mp3,http://collections.artsmia.org/art/5637,
501,3210,p501.mp3,Diptych with scenes from the life of Christ,1,extended,,,,p501.mp3,https://audio-tours.s3.amazonaws.com/p501.mp3,http://collections.artsmia.org/art/3210,
705,5747,p705.mp3,"Claude Lorrain, Pastoral Landscape",1,extended,,"""""",X,p705.mp3,https://audio-tours.s3.amazonaws.com/p705.mp3,http://collections.artsmia.org/art/5747,
706,1348,p706.mp3,"Nicolas Poussin, The Death of Germanicus",1,extended,,"""""",X,p706.mp3,https://audio-tours.s3.amazonaws.com/p706.mp3,http://collections.artsmia.org/art/1348,
709,529,p709.mp3,"Rembrandt van Rijn, Lucretia",1,extended,,"""""",X,p709.mp3,https://audio-tours.s3.amazonaws.com/p709.mp3,http://collections.artsmia.org/art/529,
714,1451,p714.mp3,"Paul de Lamerie, Wine cistern",1,extended,,,,p714.mp3,https://audio-tours.s3.amazonaws.com/p714.mp3,http://collections.artsmia.org/art/1451,
721,1226,p721.mp3,"Francisco de Goya, Self-Portrait with Dr. Arrieta",1,extended,,"""""",X,p721.mp3,https://audio-tours.s3.amazonaws.com/p721.mp3,http://collections.artsmia.org/art/1226,
731,53,p731.mp3,"Gustave Courbet, Deer in the Forest",1,extended,,"""""",X,p731.mp3,https://audio-tours.s3.amazonaws.com/p731.mp3,http://collections.artsmia.org/art/53,
740,,p740.mp3,"Claude Monet, Grainstack: Sun in the Mist",1,extended,,,,p740.mp3,https://audio-tours.s3.amazonaws.com/p740.mp3,http://collections.artsmia.org/art/,
741,1218,p741.mp3,"Vincent van Gogh, Olive Trees",1,extended,,,,p741.mp3,https://audio-tours.s3.amazonaws.com/p741.mp3,http://collections.artsmia.org/art/1218,
744,601,p744.mp3,"Paul Gauguin, Under the Pandanus",1,extended,,,,p744.mp3,https://audio-tours.s3.amazonaws.com/p744.mp3,http://collections.artsmia.org/art/601,
765,,p765.mp3,"Revere, Tea service",1,extended,,,,p765.mp3,https://audio-tours.s3.amazonaws.com/p765.mp3,http://collections.artsmia.org/art/,
835,31247,p835.mp3,"McKim, Mead, White, Model of original scheme for the MIA",1,extended,,,,p835.mp3,https://audio-tours.s3.amazonaws.com/p835.mp3,http://collections.artsmia.org/art/31247,
870,1270,p870.mp3,"Max Beckmann, Blindman's Buff",1,extended,,,,p870.mp3,https://audio-tours.s3.amazonaws.com/p870.mp3,http://collections.artsmia.org/art/1270,
885,3885,p885.mp3,"Bob Thompson, Homage to Nina Simone",1,extended,,,,p885.mp3,https://audio-tours.s3.amazonaws.com/p885.mp3,http://collections.artsmia.org/art/3885,
703,1341,p703.mp3,"Anthony van Dyck, The Betrayal of Christ",1,extended,,,,p703.mp3,https://audio-tours.s3.amazonaws.com/p703.mp3,http://collections.artsmia.org/art/1341,
723,,p723.mp3,"Louis H. Sullivan, Pair of elevator grilles, frieze & over grille",1,extended,,,,p723.mp3,https://audio-tours.s3.amazonaws.com/p723.mp3,http://collections.artsmia.org/art/,
838,,p838.mp3,"George Washington Maher, Coffee and Tea Service",1,extended,,,,p838.mp3,https://audio-tours.s3.amazonaws.com/p838.mp3,http://collections.artsmia.org/art/,
159,,p159.mp3,Japanese Porcelain Panel,1,extended,,,,p159.mp3,https://audio-tours.s3.amazonaws.com/p159.mp3,http://collections.artsmia.org/art/,
166,3213,p166.mp3,"Yamada Doan, Tiger and Dragon Screen",1,extended,,,,p166.mp3,https://audio-tours.s3.amazonaws.com/p166.mp3,http://collections.artsmia.org/art/3213,
305,4464,p305.mp3,Title Page from a Buddhist Manuscript,1,extended,,,,p305.mp3,https://audio-tours.s3.amazonaws.com/p305.mp3,http://collections.artsmia.org/art/4464,
307,4829,p307.mp3,"Raja Bikram and the Angels, India",1,extended,,,,p307.mp3,https://audio-tours.s3.amazonaws.com/p307.mp3,http://collections.artsmia.org/art/3361,
307,4829,p307.mp3,"Raja Bikram and the Angels, India",1,extended,,,,p307.mp3,https://audio-tours.s3.amazonaws.com/p307.mp3,http://collections.artsmia.org/art/4829,
310,67033,p310.mp3,"Tanshin, Phoenixes and Paulownia",1,extended,,,,p310.mp3,https://audio-tours.s3.amazonaws.com/p310.mp3,http://collections.artsmia.org/art/67033,
155,63394,p155.mp3,"Kondo Takahiro, Galaxy",1,extended,,,,p155.mp3,https://audio-tours.s3.amazonaws.com/p155.mp3,http://collections.artsmia.org/art/63394,
156,,p156.mp3,Japanese Lacquer Panel,1,extended,,,,p156.mp3,https://audio-tours.s3.amazonaws.com/p156.mp3,http://collections.artsmia.org/art/,
158,63393,p158.mp3,"Zenji, Shining Sea Reflecting on Clouds",1,extended,,,,p158.mp3,https://audio-tours.s3.amazonaws.com/p158.mp3,http://collections.artsmia.org/art/63393,
160,,p160.mp3,"Scenes of Rice Cultivation, Set of 4 Folding Screens",1,extended,,,,p160.mp3,https://audio-tours.s3.amazonaws.com/p160.mp3,http://collections.artsmia.org/art/,
161,5929,p161.mp3,"Shimaoka Tatsuzo, Bowl",1,extended,,,,p161.mp3,https://audio-tours.s3.amazonaws.com/p161.mp3,http://collections.artsmia.org/art/5929,
163,18573,p163.mp3,"Sansetsu, Taoist Immortals",1,extended,,,,p163.mp3,https://audio-tours.s3.amazonaws.com/p163.mp3,http://collections.artsmia.org/art/18573,
169,12948,p169.mp3,Standing Buddha,1,extended,,,,p169.mp3,https://audio-tours.s3.amazonaws.com/p169.mp3,http://collections.artsmia.org/art/12948,
169,12948,p169.mp3,Standing Buddha,1,extended,,,,p169.mp3,https://audio-tours.s3.amazonaws.com/p169.mp3,http://collections.artsmia.org/art/646,
169,646,p169.mp3,Pair of Bodhisattvas,1,extended,,,,p169.mp3,https://audio-tours.s3.amazonaws.com/p169.mp3,http://collections.artsmia.org/art/12948,
169,646,p169.mp3,Pair of Bodhisattvas,1,extended,,,,p169.mp3,https://audio-tours.s3.amazonaws.com/p169.mp3,http://collections.artsmia.org/art/646,
170,807,p170.mp3,Bodhisattva Kuan-Yin and Flying Apsaras,1,extended,,,,p170.mp3,https://audio-tours.s3.amazonaws.com/p170.mp3,http://collections.artsmia.org/art/807,
171,40660,p171.mp3,Nine Dragon Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/,
171,40660,p171.mp3,Nine Dragon Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40660,
171,40660,p171.mp3,Nine Dragon Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40663,
171,40660,p171.mp3,Nine Dragon Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40633,
171,40660,p171.mp3,Nine Dragon Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/5192,
171,40663,p171.mp3,Cover of a Chun Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/,
171,40663,p171.mp3,Cover of a Chun Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40660,
171,40663,p171.mp3,Cover of a Chun Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40663,
171,40663,p171.mp3,Cover of a Chun Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40633,
171,40663,p171.mp3,Cover of a Chun Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/5192,
171,40633,p171.mp3,Octagonal Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/,
171,40633,p171.mp3,Octagonal Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40660,
171,40633,p171.mp3,Octagonal Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40663,
171,40633,p171.mp3,Octagonal Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40633,
171,40633,p171.mp3,Octagonal Box,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/5192,
171,5192,p171.mp3,Cosmetic Cabinet,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/,
171,5192,p171.mp3,Cosmetic Cabinet,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40660,
171,5192,p171.mp3,Cosmetic Cabinet,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40663,
171,5192,p171.mp3,Cosmetic Cabinet,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/40633,
171,5192,p171.mp3,Cosmetic Cabinet,1,extended,,,,p171.mp3,https://audio-tours.s3.amazonaws.com/p171.mp3,http://collections.artsmia.org/art/5192,
172,60728,p172.mp3,Celestial Horse (2 labels),1,extended,,,,p172.mp3,https://audio-tours.s3.amazonaws.com/p172.mp3,http://collections.artsmia.org/art/60728,
173,12088,p173.mp3,Commemorative Gate,1,extended,,,,p173.mp3,https://audio-tours.s3.amazonaws.com/p173.mp3,http://collections.artsmia.org/art/12088,
175,1500,p175.mp3,"Lu, A Poet Contemplating a Waterfall",1,extended,,,,p175.mp3,https://audio-tours.s3.amazonaws.com/p175.mp3,http://collections.artsmia.org/art/1500,
067,97646,p67.mp3,Ancient Lacquer Ware,1,extended,,,,p67.mp3,https://audio-tours.s3.amazonaws.com/p67.mp3,http://collections.artsmia.org/art/97646,
187,5790,p187.mp3,Portrait of Confucius,1,extended,,,,p187.mp3,https://audio-tours.s3.amazonaws.com/p187.mp3,http://collections.artsmia.org/art/5790,
191,887,p191.mp3,"Head of the Buddha, Thailand or Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/887,
191,887,p191.mp3,"Head of the Buddha, Thailand or Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/889,
191,887,p191.mp3,"Head of the Buddha, Thailand or Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/1752,
191,889,p191.mp3,"Head of a Buddha, Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/887,
191,889,p191.mp3,"Head of a Buddha, Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/889,
191,889,p191.mp3,"Head of a Buddha, Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/1752,
191,1752,p191.mp3,"Head from an Image of Vishnu or Deified King, Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/887,
191,1752,p191.mp3,"Head from an Image of Vishnu or Deified King, Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/889,
191,1752,p191.mp3,"Head from an Image of Vishnu or Deified King, Cambodia",1,extended,,,,p191.mp3,https://audio-tours.s3.amazonaws.com/p191.mp3,http://collections.artsmia.org/art/1752,
192,4379,p192.mp3,Gowri Shankaram Necklace,1,extended,,,,p192.mp3,https://audio-tours.s3.amazonaws.com/p192.mp3,http://collections.artsmia.org/art/4379,
193,376,p193.mp3,Shiva Nataraja (Lord of the Dance),1,extended,,,,p193.mp3,https://audio-tours.s3.amazonaws.com/p193.mp3,http://collections.artsmia.org/art/376,
196,5178,p196.mp3,Attendant to the King of Hell,1,extended,,,,p196.mp3,https://audio-tours.s3.amazonaws.com/p196.mp3,http://collections.artsmia.org/art/5178,
197,,p197.mp3,Korean Celadon Panel,1,extended,,,,p197.mp3,https://audio-tours.s3.amazonaws.com/p197.mp3,http://collections.artsmia.org/art/,
198,,p198.mp3,Ksitigarbha and the Ten Kings of Hell,1,extended,,,,p198.mp3,https://audio-tours.s3.amazonaws.com/p198.mp3,http://collections.artsmia.org/art/,
200,3675,p200.mp3,Pair of Palanquin Hooks,1,extended,,,,p200.mp3,https://audio-tours.s3.amazonaws.com/p200.mp3,http://collections.artsmia.org/art/3675,
308,2540,p308.mp3,"Japan, Landscape, 18th C",1,extended,,,,p308.mp3,https://audio-tours.s3.amazonaws.com/p308.mp3,http://collections.artsmia.org/art/2540,
308,2540,p308.mp3,"Japan, Landscape, 18th C",1,extended,,,,p308.mp3,https://audio-tours.s3.amazonaws.com/p308.mp3,http://collections.artsmia.org/art/5613,
308,5613,p308.mp3,"Kaioku, Autumn Thoughts on a Garden Landscape",1,extended,,,,p308.mp3,https://audio-tours.s3.amazonaws.com/p308.mp3,http://collections.artsmia.org/art/2540,
308,5613,p308.mp3,"Kaioku, Autumn Thoughts on a Garden Landscape",1,extended,,,,p308.mp3,https://audio-tours.s3.amazonaws.com/p308.mp3,http://collections.artsmia.org/art/5613,
311,3053,p311.mp3,"Paul Manship, Flight of Night",1,extended,,,,p311.mp3,https://audio-tours.s3.amazonaws.com/p311.mp3,http://collections.artsmia.org/art/3053,
312,2570,p312.mp3,"Vigee-Le Brun, Portrait of Countess Bucquoi, nee Parr",1,extended,"Mastery of oil painting technique, talks about the artist's process, 
desire for sitters to appear natural, naturalism, not realism","""""",X,p312.mp3,https://audio-tours.s3.amazonaws.com/p312.mp3,http://collections.artsmia.org/art/2570,
314,1820,p314.mp3,"N.C. Wyeth, Rural Delivery",1,extended,"Talks about cereal, imagery consistent with artist's western style, points out 
details of the image","""""",X,p314.mp3,https://audio-tours.s3.amazonaws.com/p314.mp3,http://collections.artsmia.org/art/1820,
315,1850,p315.mp3,"Vasari, Six Tuscan Poets",1,extended,,,,p315.mp3,https://audio-tours.s3.amazonaws.com/p315.mp3,http://collections.artsmia.org/art/1850,
328,547,p328.mp3,Master of the Legend of St. Lucy,1,extended,,,,p328.mp3,https://audio-tours.s3.amazonaws.com/p328.mp3,http://collections.artsmia.org/art/547,
317,486,p317.mp3,"Thomas Sully, Portrait of George Washington",1,extended,,,,p317.mp3,https://audio-tours.s3.amazonaws.com/p317.mp3,http://collections.artsmia.org/art/486,
318,1613,p318.mp3,"Castiglione, The Immaculate Conception",1,extended,,,,p318.mp3,https://audio-tours.s3.amazonaws.com/p318.mp3,http://collections.artsmia.org/art/1613,
394,60587,p394.mp3,"Dickert, Flintlock Rifle",1,extended,,,,p394.mp3,https://audio-tours.s3.amazonaws.com/p394.mp3,http://collections.artsmia.org/art/60587,
457,1429,p457.mp3,"Derain, St. Paul's Cathedral",1,extended,,,,p457.mp3,https://audio-tours.s3.amazonaws.com/p457.mp3,http://collections.artsmia.org/art/1429,
451,,p451.mp3,North African Textiles Panel (2 quickstops #'s),1,extended,,,,p451.mp3,https://audio-tours.s3.amazonaws.com/p451.mp3,http://collections.artsmia.org/art/,
531,109,p531.mp3,Esther & Ahaseurus (15th -18th C European Tapestries overview),1,extended,,,,p531.mp3,https://audio-tours.s3.amazonaws.com/p531.mp3,http://collections.artsmia.org/art/109,
531,109,p531.mp3,Esther & Ahaseurus (15th -18th C European Tapestries overview),1,extended,,,,p531.mp3,https://audio-tours.s3.amazonaws.com/p531.mp3,http://collections.artsmia.org/art/521,
531,521,p531.mp3,End of the Hunt (15th -18th C European Tapestries overview),1,extended,,,,p531.mp3,https://audio-tours.s3.amazonaws.com/p531.mp3,http://collections.artsmia.org/art/109,
531,521,p531.mp3,End of the Hunt (15th -18th C European Tapestries overview),1,extended,,,,p531.mp3,https://audio-tours.s3.amazonaws.com/p531.mp3,http://collections.artsmia.org/art/521,
522,278,p522.mp3,"El Greco, Christ Driving the Money Changers",1,extended,,,,p522.mp3,https://audio-tours.s3.amazonaws.com/p522.mp3,http://collections.artsmia.org/art/278,
213,5548,p213.mp3,Tonga Club,1,extended,,,,p213.mp3,https://audio-tours.s3.amazonaws.com/p213.mp3,http://collections.artsmia.org/art/5548,
203,2138,p203.mp3,"Bis Pole, Asmat",1,extended,,,,p203.mp3,https://audio-tours.s3.amazonaws.com/p203.mp3,http://collections.artsmia.org/art/2138,
219,,p219.mp3,Imperial Portrait of Prince Duo-lo,1,extended,,,,p219.mp3,https://audio-tours.s3.amazonaws.com/p219.mp3,http://collections.artsmia.org/art/,
712,1727,p712.mp3,Portrait of Mlle. Lange as Dana̩,1,extended,,"""""",X,p712.mp3,https://audio-tours.s3.amazonaws.com/p712.mp3,http://collections.artsmia.org/art/1727,
301,3520,p301.mp3,Doryphoros,1,extended,,,,p301.mp3,https://audio-tours.s3.amazonaws.com/p301.mp3,http://collections.artsmia.org/art/3520,
716,5057,p716.mp3,Fecundity Dish,1,extended,,,,p716.mp3,https://audio-tours.s3.amazonaws.com/p716.mp3,http://collections.artsmia.org/art/5057,
066,,p66.mp3,Art of Tea Ceremony,1,extended,,,,p66.mp3,https://audio-tours.s3.amazonaws.com/p66.mp3,http://collections.artsmia.org/art/,
281,4457,p281.mp3,Yamantaka Sand Mandala,1,extended,,,,p281.mp3,https://audio-tours.s3.amazonaws.com/p281.mp3,http://collections.artsmia.org/art/4457,
401,97,p401.mp3,Lady Teshat,1,extended,,,,p401.mp3,https://audio-tours.s3.amazonaws.com/p401.mp3,http://collections.artsmia.org/art/97,
152,2536,p152.mp3,"Amida Buddha, Japan",1,extended,,,,p152.mp3,https://audio-tours.s3.amazonaws.com/p152.mp3,http://collections.artsmia.org/art/2536,
154,1391,p154.mp3,"Japan, Descent of Amida",1,extended,,,,p154.mp3,https://audio-tours.s3.amazonaws.com/p154.mp3,http://collections.artsmia.org/art/1391,
162,,p162.mp3,Large Jar,1,extended,,,,p162.mp3,https://audio-tours.s3.amazonaws.com/p162.mp3,http://collections.artsmia.org/art/,
174,4729,p174.mp3,"Tung Ch'i-Ch'ang, Misty Trees and Mountain Range",1,extended,,,,p174.mp3,https://audio-tours.s3.amazonaws.com/p174.mp3,http://collections.artsmia.org/art/4729,
199,500,p199.mp3,"Bowl, Persia",1,extended,,,,p199.mp3,https://audio-tours.s3.amazonaws.com/p199.mp3,http://collections.artsmia.org/art/500,
199,500,p199.mp3,"Bowl, Persia",1,extended,,,,p199.mp3,https://audio-tours.s3.amazonaws.com/p199.mp3,http://collections.artsmia.org/art/1089,
199,500,p199.mp3,"Bowl, Persia",1,extended,,,,p199.mp3,https://audio-tours.s3.amazonaws.com/p199.mp3,http://collections.artsmia.org/art/1094,
199,1089,p199.mp3,"Bowl Depicting a Seated King, Persia",1,extended,,,,p199.mp3,https://audio-tours.s3.amazonaws.com/p199.mp3,http://collections.artsmia.org/art/500,
199,1089,p199.mp3,"Bowl Depicting a Seated King, Persia",1,extended,,,,p199.mp3,https://audio-tours.s3.amazonaws.com/p199.mp3,http://collections.artsmia.org/art/1089,
